
Query: SRR18850310_1.fastq.gz	DB: RefSeq	SketchLen: 17420	Seqs: 31253 	Bases: 7844503	gSize: 1442835	GC: 0.501	Quality: 0.9404	AvgCount: 4.165	Depth: 4.104	File: SRR18850310_1.fastq.gz
WKID	KID	ANI	SSU	SSULen	Complt	Contam	Contam2	uContam	Score	E-Val	Depth	Depth2	Volume	RefHits	Matches	Unique	Unique2	Unique3	noHit	Length	TaxID	ImgID    	gBases	gKmers	gSize	gSeqs	GC	rDiv	qDiv	rSize	qSize	cHits	taxName	file	seqName	taxonomy
0.77%	0.51%	84.81%	.	0	47.92%	27.43%	27.41%	0.96%	55.70	0.00e+00	7.893	7.819	1.058	17.90	134	0	0	0	110	26377	1038928	-1	23208K	23194K	7604432	452	0.727	26377	17420	26377	17420	4779	Streptomyces xinghaiensis	.	tid|1038928|NZ_QFBD02000006.1 Streptomyces xinghaiensis strain OlgR contig6, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:Streptomyces xinghaiensis
0.56%	0.51%	82.96%	.	0	29.80%	73.29%	1.03%	4.76%	53.38	0.00e+00	16.74	9.575	1.473	76.01	88	1	3	2556	1278	17420	1970790	-1	1678325	1675216	1595932	16	0.468	15615	17420	15615	17420	12767	[Lactobacillus] timonensis	.	tid|1970790|NZ_LT964761.1 Lactobacillus timonensis strain Marseille-P3825, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:[Lactobacillus] timonensis
0.73%	0.42%	84.81%	.	0	45.05%	20.36%	20.21%	0.71%	53.32	0.00e+00	14.08	5.556	1.802	59.82	128	0	0	0	64	30796	1580	-1	152442K	151969K	11918K	3556	0.457	30796	17420	30796	17420	3547	Levilactobacillus brevis	.	tid|1580|NZ_QAZW01000016.1 Lactobacillus brevis strain DS1_5 DS1_5_16_length_47080_cov_35.409069, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Levilactobacillus;s:Levilactobacillus brevis
0.91%	0.86%	84.97%	.	0	42.89%	54.56%	52.97%	1.59%	51.73	0.00e+00	4.887	3.280	0.782	38.48	159	0	3	13	371	18456	1051661	-1	2758298	2750972	2645487	122	0.464	18456	17420	18456	17420	9505	Lacticaseibacillus casei UW4	.	tid|1051661|NZ_AFYS01000025.1 Lactobacillus casei UW4 ctg025_00084, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lacticaseibacillus;s:Lacticaseibacillus casei
0.69%	0.53%	84.31%	.	0	48.31%	37.19%	35.96%	1.20%	44.97	0.00e+00	9.487	4.192	1.148	57.46	121	0	0	0	201	22649	1581	-1	51174K	51093K	4842508	730	0.442	22649	17420	22649	17420	6478	Lentilactobacillus buchneri	.	tid|1581|NZ_CP043616.1 Lactobacillus buchneri strain MGB0786 plasmid unnamed2, complete sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lentilactobacillus;s:Lentilactobacillus buchneri
0.69%	0.63%	84.13%	.	0	44.50%	51.17%	50.76%	1.46%	38.44	0.00e+00	13.05	5.367	1.566	77.51	120	0	0	1	324	19113	51663	-1	24324K	24287K	2943467	724	0.383	19113	17420	19113	17420	8914	Pediococcus damnosus	.	tid|51663|NZ_MRAF01000002.1 Pediococcus damnosus strain P58 Scaffold_2, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Pediococcus;s:Pediococcus damnosus
0.65%	0.56%	83.97%	.	0	46.37%	46.15%	45.06%	1.37%	38.17	0.00e+00	14.27	13.26	1.613	72.66	113	0	0	3	281	20232	1304889	-1	3507828	3502140	3472894	7	0.442	20232	17420	20232	17420	8039	Lacticaseibacillus plantarum CMPG5300	.	tid|1304889|NZ_KN196489.1 Lactobacillus plantarum CMPG5300 map unlocalized plasmid pCMPG5300.05, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactiplantibacillus;s:Lactiplantibacillus plantarum
0.56%	0.36%	83.83%	.	0	47.34%	26.79%	26.21%	0.93%	37.68	0.00e+00	12.77	7.314	1.239	88.39	97	0	0	3	106	26938	60520	-1	31749K	31706K	8023340	1105	0.438	26938	17420	26938	17420	4667	Lactiplantibacillus paraplantarum	.	tid|60520|NZ_AVAI01000001.1 Lactobacillus paraplantarum strain AY01 Contig_1, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactiplantibacillus;s:Lactiplantibacillus paraplantarum
0.52%	0.30%	83.80%	.	0	44.90%	20.51%	20.39%	0.71%	36.47	0.00e+00	16.89	8.242	1.537	47.73	91	0	0	0	64	30837	1624	-1	158669K	158409K	11960K	6460	0.328	30837	17420	30837	17420	3573	Ligilactobacillus salivarius	.	tid|1624|NZ_QAGU01000025.1 Lactobacillus salivarius strain DS2_12 DS2_12_25_length_2253_cov_727.350894, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Ligilactobacillus;s:Ligilactobacillus salivarius
0.60%	0.50%	83.81%	.	0	47.12%	43.43%	42.90%	1.31%	36.17	0.00e+00	12.17	5.583	1.278	61.80	105	0	0	1	260	20912	240427	-1	10733K	10732K	3816815	21	0.468	20912	17420	20912	17420	7566	Secundilactobacillus paracollinoides	.	tid|240427|NZ_CP014920.1 Lactobacillus paracollinoides strain TMW 1.1994 plasmid pL11994-5, complete sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Secundilactobacillus;s:Secundilactobacillus paracollinoides

