
Query: SRR9047313_1.fastq.gz	DB: RefSeq	SketchLen: 18860	Seqs: 320303 	Bases: 44842420	gSize: 2047179	GC: 0.399	Quality: 0.9721	AvgCount: 16.376	Depth: 16.376	File: SRR9047313_1.fastq.gz
WKID	KID	ANI	SSU	SSULen	Complt	Contam	Contam2	uContam	Score	E-Val	Depth	Depth2	Volume	RefHits	Matches	Unique	Unique2	Unique3	noHit	Length	TaxID	ImgID    	gBases	gKmers	gSize	gSeqs	GC	rDiv	qDiv	rSize	qSize	cHits	taxName	file	seqName	taxonomy
0.50%	0.39%	82.45%	.	0	28.97%	77.05%	1.18%	8.81%	71.63	0.00e+00	35.91	35.18	2.657	65.26	74	2	6	7287	4255	18860	1423794	-1	1667627	1661504	1620115	68	0.534	14945	18860	15700	18860	14531	Limosilactobacillus pontis DSM 8475	.	tid|1423794|NZ_AZGO01000050.1 Lactobacillus pontis DSM 8475 NODE_114, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus pontis
0.34%	0.32%	81.49%	.	0	30.88%	71.45%	0.95%	7.95%	68.33	0.00e+00	35.73	35.05	2.144	94.75	60	0	3	7287	2538	18860	227943	-1	2241837	2238825	2219464	92	0.511	17437	18860	17437	18860	13476	Limosilactobacillus antri	.	tid|227943|NZ_CABKUX010000001.1 Lactobacillus antri isolate MGYG-HGUT-01516, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus antri
0.34%	0.31%	81.37%	.	0	26.44%	76.37%	1.05%	8.59%	59.43	0.00e+00	37.67	36.73	2.185	76.28	58	0	1	7287	2898	18860	1423779	-1	2031774	2029097	1987281	75	0.500	16859	18860	16859	18860	14403	Limosilactobacillus oris DSM 4864	.	tid|1423779|NZ_AZGE01000074.1 Lactobacillus oris DSM 4864 Scaffold74, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus oris
0.17%	0.16%	79.67%	.	0	42.20%	55.81%	0.74%	6.49%	59.18	3.59e-310	49.28	31.36	1.577	94.09	32	0	3	7287	1825	19747	1130798	-1	4804279	4803717	3246026	14	0.461	19747	18860	19747	18860	10526	Limosilactobacillus mucosae LM1	.	tid|1130798|NZ_CVQW01000001.1 Lactobacillus mucosae LM1 strain Marseille, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus mucosae
0.31%	0.26%	81.03%	.	0	27.36%	77.18%	1.18%	8.81%	53.38	0.00e+00	24.73	24.45	1.212	56.29	49	1	12	7287	4255	18860	575594	-1	1725829	1703718	1703718	12	0.413	15729	18860	15936	18860	14556	Limosilactobacillus coleohominis 101-4-CHN	.	tid|575594|NZ_GG698808.1 Lactobacillus coleohominis 101-4-CHN supercont1.7, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus coleohominis
0.26%	0.23%	80.58%	.	0	28.72%	74.06%	0.97%	8.25%	52.69	0.00e+00	25.25	24.91	1.111	72.93	44	0	4	7287	2677	18860	148604	-1	2126433	2093187	2085716	111	0.500	17031	18860	17031	18860	13968	Limosilactobacillus ingluviei	.	tid|148604|NZ_JQBA01000019.1 Lactobacillus ingluviei strain DSM 14792 Scaffold19, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus ingluviei
1.00%	0.92%	84.70%	.	0	31.61%	70.93%	37.32%	7.96%	46.04	0.00e+00	24.47	19.48	4.234	38.50	173	0	1	154	2539	18860	1926284	-1	2237367	2237026	2205268	11	0.454	17345	18860	17345	18860	13378	Lactobacillus sp. Marseille-P3519	.	tid|1926284|NZ_FTOY01000004.1 Lactobacillus sp. Marseille-P3519, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillus sp. Marseille-P3519
0.24%	0.20%	80.35%	.	0	28.38%	77.24%	1.18%	8.82%	44.49	0.00e+00	40.38	37.43	1.494	93.03	37	0	2	7287	4255	18860	396268	-1	1646143	1645638	1640479	11	0.477	15123	18860	15711	18860	14568	Limosilactobacillus secaliphilus	.	tid|396268|NZ_JQBW01000010.1 Lactobacillus secaliphilus strain DSM 17896 NODE_29, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus secaliphilus
0.21%	0.17%	79.64%	.	0	27.64%	77.27%	1.18%	8.82%	39.64	2.05e-309	39.84	18.94	1.275	132.0	32	0	0	7287	4255	18860	1318629	-1	1815647	1791727	1684173	250	0.526	15511	18860	15853	18860	14573	Limosilactobacillus fermentum Lf1	.	tid|1318629|NZ_AWXS01000012.1 Lactobacillus fermentum Lf1 Contig12, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus fermentum
0.19%	0.15%	79.55%	.	0	28.78%	77.29%	1.18%	8.82%	37.89	4.47e-284	28.48	28.00	0.826	98.52	29	0	4	7287	4255	18860	1450649	-1	1641621	1639602	1613889	63	0.481	14883	18860	15678	18860	14576	Limosilactobacillus gorillae	.	tid|1450649|NZ_BCAH01000009.1 Lactobacillus gorillae strain KZ01, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus gorillae

