
Query: ERR5421720.fastq.gz	DB: RefSeq	SketchLen: 54343	Seqs: 13996 	Bases: 82642464	gSize: 5592280	GC: 0.581	Quality: 0.1515	AvgCount: 2.851	Depth: 2.656	File: ERR5421720.fastq.gz
WKID	KID	ANI	SSU	SSULen	Complt	Contam	Contam2	uContam	Score	E-Val	Depth	Depth2	Volume	RefHits	Matches	Unique	Unique2	Unique3	noHit	Length	TaxID	ImgID    	gBases	gKmers	gSize	gSeqs	GC	rDiv	qDiv	rSize	qSize	cHits	taxName	file	seqName	taxonomy
0.08%	0.04%	77.71%	69.04%	1472	100%	16.32%	15.05%	14.63%	23.22	2.17e-206	1.989	0.664	0.053	29.35	23	2	5	919	8975	54343	540747	-1	23847K	23835K	8548512	351	0.645	27453	54343	27453	54343	8870	Roseovarius indicus	.	tid|540747|NZ_LXYQ01000002.1 Roseovarius indicus strain EhC03 A15_Contig10, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Roseobacteraceae;g:Roseovarius;s:Roseovarius indicus
0.23%	0.08%	79.72%	70.46%	1494	100%	17.43%	17.29%	14.84%	22.41	0.00e+00	2.154	2.106	0.112	12.98	46	14	26	83	23492	54343	2584094	-1	3479724	3479693	3434692	1	0.580	20167	54343	20167	54343	9471	Sphingorhabdus sp. SMR4y	.	tid|2584094|NZ_CP022336.1 Sphingorhabdus sp. SMR4y chromosome, complete genome	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Sphingomonadales;f:Sphingomonadaceae;g:Sphingorhabdus;s:Sphingorhabdus sp. SMR4y
0.10%	0.04%	77.66%	68.97%	1475	100%	17.44%	15.37%	14.84%	21.39	1.18e-191	1.904	1.904	0.047	28.57	21	1	8	919	21156	54343	1287727	-1	3857113	3855780	3825264	43	0.631	20888	54343	20888	54343	9477	Roseovarius azorensis	.	tid|1287727|NZ_FOAG01000001.1 Roseovarius azorensis strain DSM 100674, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Roseobacteraceae;g:Roseovarius;s:Roseovarius azorensis
0.09%	0.03%	77.19%	69.28%	1472	100%	17.46%	15.38%	14.84%	20.19	4.32e-166	1.729	0.865	0.040	19.11	19	3	12	919	22167	54343	505353	-1	7443838	7443063	3655546	25	0.638	20604	54343	20604	54343	9486	Roseovarius halotolerans	.	tid|505353|NZ_RBXI01000007.1 Roseovarius halotolerans strain DSM 29507 Ga0170393_105, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Roseobacteraceae;g:Roseovarius;s:Roseovarius halotolerans
0.19%	0.07%	79.52%	69.97%	1468	100%	17.40%	17.38%	14.83%	13.90	0.00e+00	1.894	1.894	0.087	14.59	39	3	3	3	20867	54343	245188	-1	3987360	3987267	3892541	3	0.607	21047	54343	21047	54343	9454	Yoonia vestfoldensis	.	tid|245188|NZ_CP021432.1 Loktanella vestfoldensis strain SMR4r plasmid pSMR4r-1, complete sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Yoonia;s:Yoonia vestfoldensis
0.14%	0.05%	78.01%	69.36%	1471	100%	17.44%	17.28%	14.84%	9.740	6.92e-242	1.773	1.715	0.062	23.62	29	2	2	5	22142	54343	335975	-1	3678401	3676448	3657587	63	0.585	20605	54343	20605	54343	9476	Sulfitobacter litoralis	.	tid|335975|NZ_FNJD01000008.1 Sulfitobacter litoralis strain DSM 17584, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Roseobacteraceae;g:Sulfitobacter;s:Sulfitobacter litoralis
0.12%	0.05%	78.35%	69.79%	1467	100%	16.88%	16.84%	14.73%	9.218	1.34e-281	1.818	1.147	0.063	25.31	29	0	0	0	13868	54343	568098	-1	18540K	18517K	5846790	710	0.643	24110	54343	24110	54343	9174	Salipiger aestuarii	.	tid|568098|NZ_QLMG01000003.1 Salipiger aestuarii strain DSM 22011 Ga0070519_1003, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Roseobacteraceae;g:Salipiger;s:Salipiger aestuarii
0.12%	0.05%	78.05%	69.53%	1471	100%	17.00%	16.98%	14.75%	8.877	1.88e-247	1.779	1.631	0.060	19.43	28	0	0	0	15333	54343	1618204	-1	5563485	5563206	5342791	9	0.605	23458	54343	23458	54343	9239	Puniceibacterium sp. IMCC21224	.	tid|1618204|NZ_LDPY01000002.1 Puniceibacterium sp. IMCC21224 IMCC21224_12, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Puniceibacterium;s:Puniceibacterium sp. IMCC21224
0.11%	0.05%	77.50%	69.30%	1465	100%	16.67%	16.56%	14.70%	8.576	2.49e-221	1.883	1.653	0.060	40.00	27	0	0	5	11789	54343	60137	-1	10957K	10952K	6809240	115	0.604	25400	54343	25400	54343	9057	Sulfitobacter pontiacus	.	tid|60137|NZ_LXYK01000026.1 Sulfitobacter pontiacus strain EhN02 A12_Contig32, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Roseobacteraceae;g:Sulfitobacter;s:Sulfitobacter pontiacus
0.09%	0.05%	78.16%	69.49%	1467	100%	16.13%	16.05%	14.61%	8.442	9.71e-238	1.894	1.442	0.058	22.85	26	0	0	5	7365	54343	1402135	-1	15018K	15014K	9944955	123	0.610	28846	54343	28846	54343	8768	Sulfitobacter pseudonitzschiae	.	tid|1402135|NZ_JAMD01000002.1 Sulfitobacter pseudonitzschiae strain H3 contig2, whole genome shotgun sequence	sk:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Roseobacteraceae;g:Sulfitobacter;s:Sulfitobacter pseudonitzschiae

