
Query: ERR13427439_1.fastq.gz	DB: RefSeq	SketchLen: 24132	Seqs: 242397 	Bases: 33994697	gSize: 2377702	GC: 0.501	Quality: 0.8796	AvgCount: 9.534	Depth: 9.533	File: ERR13427439_1.fastq.gz
WKID	KID	ANI	SSU	SSULen	Complt	Contam	Contam2	uContam	Score	E-Val	Depth	Depth2	Volume	RefHits	Matches	Unique	Unique2	Unique3	noHit	Length	TaxID	ImgID    	gBases	gKmers	gSize	gSeqs	GC	rDiv	qDiv	rSize	qSize	cHits	taxName	file	seqName	taxonomy
0.72%	0.68%	84.59%	.	0	63.82%	39.45%	39.23%	2.46%	61.96	0.00e+00	50.10	41.63	8.267	42.40	165	0	0	0	1100	24132	152331	-1	61207K	61144K	5033115	1779	0.434	22898	24132	22898	24132	9519	Lentilactobacillus parabuchneri	.	tid|152331|NZ_LXIA01000001.1 Lactobacillus parabuchneri strain IPLA 11122 NODE_10, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lentilactobacillus;s:Lentilactobacillus parabuchneri
0.41%	0.30%	81.87%	.	0	44.30%	67.96%	9.58%	4.44%	60.19	0.00e+00	25.74	12.74	1.853	76.86	72	0	4	3647	2136	24132	525309	-1	4544733	4478913	2224769	112	0.511	17451	24132	17451	24132	16401	Limosilactobacillus antri DSM 16041	.	tid|525309|NZ_GG700746.1 Lactobacillus antri DSM 16041 SCAFFOLD15, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus antri
0.66%	0.43%	83.30%	.	0	31.16%	79.84%	10.74%	7.44%	57.88	0.00e+00	39.55	21.34	4.074	70.76	103	2	3	3647	3923	24132	1970790	-1	1678325	1675216	1595932	16	0.468	15615	24132	15615	24132	19267	[Lactobacillus] timonensis	.	tid|1970790|NZ_LT964761.1 Lactobacillus timonensis strain Marseille-P3825, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:[Lactobacillus] timonensis
0.43%	0.31%	82.04%	.	0	41.17%	70.94%	10.01%	4.66%	57.62	0.00e+00	17.27	17.09	1.278	83.35	74	0	0	3647	2253	24132	148604	-1	2126433	2093187	2085716	111	0.500	17031	24132	17031	24132	17120	Limosilactobacillus ingluviei	.	tid|148604|NZ_JQBA01000019.1 Lactobacillus ingluviei strain DSM 14792 Scaffold19, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus ingluviei
0.58%	0.53%	84.23%	.	0	63.96%	30.09%	30.08%	1.95%	56.86	0.00e+00	25.81	25.48	3.614	16.38	140	0	0	0	761	26377	1038928	-1	23208K	23194K	7604432	452	0.727	26377	24132	26377	24132	7262	Streptomyces xinghaiensis	.	tid|1038928|NZ_QFBD02000006.1 Streptomyces xinghaiensis strain OlgR contig6, whole genome shotgun sequence	sk:Bacteria;p:Actinobacteria;c:Actinomycetia;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:Streptomyces xinghaiensis
0.41%	0.29%	81.89%	.	0	40.47%	71.29%	10.06%	4.67%	55.99	0.00e+00	18.18	17.76	1.291	52.07	71	0	8	3647	2264	24132	908339	-1	2115990	2113231	2088063	89	0.498	17122	24132	17122	24132	17203	Limosilactobacillus oris PB013-T2-3	.	tid|908339|NZ_AEKL01000069.1 Lactobacillus oris PB013-T2-3 contig00058, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus oris
0.52%	0.35%	82.60%	.	0	33.94%	77.00%	10.69%	5.30%	54.83	0.00e+00	27.11	26.92	2.304	65.79	85	0	2	3647	2659	24132	1423749	-1	1848461	1845537	1831651	66	0.416	16356	24132	16356	24132	18581	Limosilactobacillus gastricus DSM 16045	.	tid|1423749|NZ_AZFN01000062.1 Lactobacillus gastricus DSM 16045 Scaffold62, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus gastricus
0.31%	0.23%	81.08%	.	0	45.76%	66.89%	9.44%	4.37%	51.34	0.00e+00	27.78	20.01	1.528	84.22	55	0	4	3647	2092	24132	1633	-1	3774584	3770740	2262622	124	0.406	17461	24132	17461	24132	16141	Limosilactobacillus vaginalis	.	tid|1633|NZ_CP045240.1 Lactobacillus vaginalis strain LV515 chromosome, complete genome	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus vaginalis
0.41%	0.29%	81.91%	.	0	37.35%	74.13%	10.44%	4.84%	50.95	0.00e+00	21.94	13.21	1.514	95.99	69	0	0	3647	2387	24132	1340495	-1	2093275	2093058	1965271	7	0.389	16716	24132	16716	24132	17889	Limosilactobacillus reuteri I5007	.	tid|1340495|NC_021495.1 Lactobacillus reuteri I5007 plasmid pLRI03, complete sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus reuteri
0.39%	0.27%	81.75%	.	0	38.31%	73.26%	10.33%	4.80%	50.72	0.00e+00	21.06	6.651	1.390	67.62	66	0	1	3647	2347	24132	1423782	-1	4089301	4077256	2002872	369	0.480	16842	24132	16842	24132	17680	Limosilactobacillus panis DSM 6035	.	tid|1423782|NZ_AZGM01000026.1 Lactobacillus panis DSM 6035 NODE_50, whole genome shotgun sequence	sk:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Limosilactobacillus;s:Limosilactobacillus panis

